# mapping_set_id: https://github.com/whoficitc/harmonization/blob/main/ICF-ICD-anatomy-v1.tsv
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_date: '2022-12-01'
# mapping_set_description: Manually curated mapping  of ICF Body Structures
#   and ICD-11 Anatomic Detail (from the Extension codes)
#   made within the harmonization effort of the WHO Family of International Classifications
# mapping_set_version: '2022-12-01'
# author_id: "orcid:0000-0002-0319-3579|orcid:0000-0002-0075-5652|orcid:0000-0001-7320-2947|orcid:0000-0002-0295-7821|orcid:0000-0002-0144-3802"
# subject_source: https://apps.who.int/classifications/icfbrowser/
# subject_source_version: "ICF 2017"
# object_source: https://id.who.int/icd/entity/
# object_source_version: https://id.who.int/icd/entity?releaseId=2022-02
# comment: Experimental mappings generated for the harmonization between ICF Body Structures and ICD-11 Anatomic Detail. 
# Not for use in real coding applications.
# curie_map:
#   ICF: http://id.who.int/icd/release/11/beta/icf/
#   ICD: https://id.who.int/icd/entity/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification
ICF:278512890	Muscles of shoulder region	skos:ExactMatch	ICD:782535704	Rotator cuff muscle	semapv:ManualMappingCuration
ICF:278512890	Muscles of shoulder region	skos:BroadMatch	ICD:1503485609	Latissimus dorsi muscle	semapv:ManualMappingCuration
ICF:278512890	Muscles of shoulder region	skos:BroadMatch	ICD:1625682921	Levator scapulae muscle	semapv:ManualMappingCuration
ICF:129081402	Ligaments and fasciae of shoulder region	skos:BroadMatch	ICD:1020159779	Ligament of the shoulder	semapv:ManualMappingCuration
ICF:1019379329	Structure of upper extremity	skos:ExactMatch	ICD:986233688	Upper Extremity	semapv:ManualMappingCuration
ICF:640373779	Structure of upper arm	skos:ExactMatch	ICD:312192089	Upper arm	semapv:ManualMappingCuration
ICF:1092128842	Bones of upper arm	skos:NarrowMatch	ICD:672187873	Bones of the upper extremity	semapv:ManualMappingCuration
ICF:1092128842	Bones of upper arm	skos:ExactMatch	ICD:759525864	Humerus	semapv:ManualMappingCuration
ICF:1446048906	Elbow joint	skos:ExactMatch	ICD:1364152594	Elbow joint	semapv:ManualMappingCuration
ICF:1867012554	Muscles of upper arm	skos:NarrowMatch	ICD:720361080	Muscles of the upper extremity	semapv:ManualMappingCuration
ICF:1867012554	Muscles of upper arm	skos:BroadMatch	ICD:1762048897	Brachialis muscle	semapv:ManualMappingCuration
ICF:1867012554	Muscles of upper arm	skos:BroadMatch	ICD:469229825	Coracobrachialis muscle	semapv:ManualMappingCuration
ICF:1867012554	Muscles of upper arm	skos:BroadMatch	ICD:2117001025	Biceps brachii muscle	semapv:ManualMappingCuration
ICF:1867012554	Muscles of upper arm	skos:BroadMatch	ICD:1036497592	Triceps brachii muscle	semapv:ManualMappingCuration
ICF:2019573002	Ligaments and fasciae of upper arm	skos:BroadMatch	ICD:131834102	Ligaments of the upper extremity	semapv:ManualMappingCuration
ICF:2019573002	Ligaments and fasciae of upper arm	skos:BroadMatch	ICD:443625892	Ligament of the elbow	semapv:ManualMappingCuration
ICF:822292691	Structure of forearm	skos:ExactMatch	ICD:1477228030	Forearm	semapv:ManualMappingCuration
ICF:1069681299	Bones of forearm	skos:BroadMatch	ICD:1895435407	Ulna	semapv:ManualMappingCuration
ICF:1069681299	Bones of forearm	skos:BroadMatch	ICD:255752241	Radius	semapv:ManualMappingCuration
ICF:1069681299	Bones of forearm	skos:BroadMatch	ICD:2038724831	Carpal bones	semapv:ManualMappingCuration
ICF:1069681299	Bones of forearm	skos:NarrowMatch	ICD:672187873	Bones of the upper extremity	semapv:ManualMappingCuration
ICF:686452307	Wrist joint	skos:ExactMatch	ICD:1768750843	Wrist joint	semapv:ManualMappingCuration
ICF:294830867	Muscles of forearm	skos:NarrowMatch	ICD:720361080	Muscles of the upper extremity	semapv:ManualMappingCuration
ICF:294830867	Muscles of forearm	skos:BroadMatch	ICD:1328998456	Pronator teres muscle	semapv:ManualMappingCuration
ICF:294830867	Muscles of forearm	skos:BroadMatch	ICD:532462447	Flexor carpi radialis muscle	semapv:ManualMappingCuration
ICF:294830867	Muscles of forearm	skos:BroadMatch	ICD:143974319	Flexor carpi ulnaris muscle	semapv:ManualMappingCuration
ICF:294830867	Muscles of forearm	skos:BroadMatch	ICD:837579503	Flexor digitorum profundus muscle	semapv:ManualMappingCuration
ICF:294830867	Muscles of forearm	skos:BroadMatch	ICD:1125984367	Flexor pollicis longus muscle	semapv:ManualMappingCuration
ICF:294830867	Muscles of forearm	skos:BroadMatch	ICD:1984841080	Pronator quadratus muscle	semapv:ManualMappingCuration
ICF:294830867	Muscles of forearm	skos:BroadMatch	ICD:215975361	Brachioradialis muscle	semapv:ManualMappingCuration
ICF:294830867	Muscles of forearm	skos:BroadMatch	ICD:16008600	Extensor carpi radialis brevis	semapv:ManualMappingCuration
ICF:294830867	Muscles of forearm	skos:BroadMatch	ICD:400302424	Extensor carpi radialis longus muscle	semapv:ManualMappingCuration
ICF:294830867	Muscles of forearm	skos:BroadMatch	ICD:1746425320	Extensor pollicis brevis muscle	semapv:ManualMappingCuration
ICF:294830867	Muscles of forearm	skos:BroadMatch	ICD:2133864744	Extensor pollicis longus muscle	semapv:ManualMappingCuration
ICF:294830867	Muscles of forearm	skos:BroadMatch	ICD:1266528856	Extensor indicis muscle	semapv:ManualMappingCuration
ICF:294830867	Muscles of forearm	skos:NarrowMatch	ICD:1634083256	Palmaris longus muscle	semapv:ManualMappingCuration
ICF:112895955	Ligaments and fasciae of forearm	skos:BroadMatch	ICD:443625892	Ligament of the elbow	semapv:ManualMappingCuration
ICF:112895955	Ligaments and fasciae of forearm	skos:BroadMatch	ICD:712501428	Interosseous ligament	semapv:ManualMappingCuration
ICF:142318995	Structure of hand	skos:ExactMatch	ICD:430791912	Hand	semapv:ManualMappingCuration
ICF:1742513083	Bones of hand	skos:BroadMatch	ICD:2038724831	Carpal bones	semapv:ManualMappingCuration
ICF:1742513083	Bones of hand	skos:BroadMatch	ICD:1060675873	Metacarpal bone	semapv:ManualMappingCuration
ICF:1742513083	Bones of hand	skos:BroadMatch	ICD:623242207	Phalanx of the hand	semapv:ManualMappingCuration
ICF:1742513083	Bones of hand	skos:NarrowMatch	ICD:672187873	Bones of the upper extremity	semapv:ManualMappingCuration
ICF:1895090043	Joints of hand and fingers	skos:ExactMatch	ICD:1676501535	Joints of the hand	semapv:ManualMappingCuration
ICF:1233939003	Muscles of hand	skos:BroadMatch	ICD:2053473583	Interossei of the hand muscle	semapv:ManualMappingCuration
ICF:1233939003	Muscles of hand	skos:BroadMatch	ICD:1493197457	Lumbricals of hand muscle	semapv:ManualMappingCuration
ICF:1233939003	Muscles of hand	skos:BroadMatch	ICD:140558313	Abductor digiti minimi muscle (hand)	semapv:ManualMappingCuration
ICF:1233939003	Muscles of hand	skos:BroadMatch	ICD:640710249	Opponens digiti minimi muscle (hand)	semapv:ManualMappingCuration
ICF:1233939003	Muscles of hand	skos:BroadMatch	ICD:823661225	Abductor pollicis brevis muscle	semapv:ManualMappingCuration
ICF:1233939003	Muscles of hand	skos:BroadMatch	ICD:1139361833	Opponens pollicis muscle	semapv:ManualMappingCuration
ICF:1233939003	Muscles of hand	skos:BroadMatch	ICD:1549129368	Extensor digitorum muscle (hand)	semapv:ManualMappingCuration
ICF:1233939003	Muscles of hand	skos:BroadMatch	ICD:1697479640	Extensor digiti minimi muscle (hand)	semapv:ManualMappingCuration
ICF:1233939003	Muscles of hand	skos:BroadMatch	ICD:524868393	Flexor digiti minimi brevis muscle (hand)	semapv:ManualMappingCuration
ICF:1233939003	Muscles of hand	skos:NarrowMatch	ICD:720361080	Muscles of the upper extremity	semapv:ManualMappingCuration
ICF:232409592	Structure of pelvic region	skos:ExactMatch	ICD:1399556983	Pelvis	semapv:ManualMappingCuration
ICF:18337995	Bones of pelvic region	skos:ExactMatch	ICD:1145302967	Bones of the pelvis	semapv:ManualMappingCuration
ICF:373273611	Joints of pelvic region	skos:ExactMatch	ICD:192726145	Joints of the pelvis	semapv:ManualMappingCuration
ICF:793188683	Muscles of pelvic region	skos:ExactMatch	ICD:107652911	Muscles of the pelvis and perineum	semapv:ManualMappingCuration
ICF:793188683	Muscles of pelvic region	skos:NarrowMatch	ICD:107652911	Muscles of the pelvis and perineum	semapv:ManualMappingCuration
ICF:793188683	Muscles of pelvic region	skos:BroadMatch	ICD:493421494	Pubococcygeus muscle	semapv:ManualMappingCuration
ICF:793188683	Muscles of pelvic region	skos:BroadMatch	ICD:605138678	Puborectalis muscle	semapv:ManualMappingCuration
ICF:946830731	Ligaments and fasciae of pelvic region	skos:ExactMatch	ICD:32596973	Ligaments of the pelvis and perineum	semapv:ManualMappingCuration
ICF:946830731	Ligaments and fasciae of pelvic region	skos:BroadMatch	ICD:32596973	Ligaments of the pelvis and perineum	semapv:ManualMappingCuration
ICF:1929433903	Structure of lower extremity	skos:ExactMatch	ICD:2093217246	Lower Extremity	semapv:ManualMappingCuration
ICF:435521956	Structure of thigh	skos:ExactMatch	ICD:238202718	Thigh	semapv:ManualMappingCuration
ICF:1151639044	Bones of thigh	skos:ExactMatch	ICD:983135600	Femur	semapv:ManualMappingCuration
ICF:1401748164	Hip joint	skos:ExactMatch	ICD:1188078244	Hip joint	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:NarrowMatch	ICD:864968000	Muscles of the lower extremity	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:1099655048	Gluteus medius muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:1453523784	Gluteus minimus muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:552428528	Piriformis muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:863649032	Gemellus superior muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:1580726583	Tensor fasciae lata muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:1801753648	Obturator internus muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:1377581424	Obturator externus muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:167940168	Gemellus inferior muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:1885810871	Semitendinosus muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:1733252215	Semimembranosus muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:1676701279	Biceps femoris muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:2029243080	Iliacus muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:1242169409	Psoas major muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:1562535041	Psoas minor muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:2085417200	Pectineus muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:1876667912	Gracilis muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:1672714607	Adductor brevis muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:1306743023	Adductor longus muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:1854322513	Adductor magnus muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:43412023	Sartorius muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:364777207	Rectus femoris muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:614873472	Vastus medialis muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:501126336	Vastus lateralis muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:1005504375	Quadriceps femoris muscle	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:NarrowMatch	ICD:238202718	Thigh	semapv:ManualMappingCuration
ICF:1794398084	Muscles of thigh	skos:BroadMatch	ICD:1624793941	Tensor fasciae lata tendon	semapv:ManualMappingCuration
ICF:249425252	Structure of lower leg	skos:ExactMatch	ICD:106050921	Lower leg	semapv:ManualMappingCuration
ICF:981337309	Bones of lower leg	skos:BroadMatch	ICD:520825881	Tibia	semapv:ManualMappingCuration
ICF:981337309	Bones of lower leg	skos:BroadMatch	ICD:85354215	Fibula	semapv:ManualMappingCuration
ICF:981337309	Bones of lower leg	skos:ExactMatch	ICD:805764304	Bones of the lower extremity	semapv:ManualMappingCuration
ICF:981337309	Bones of lower leg	skos:BroadMatch	ICD:435983056	Patella	semapv:ManualMappingCuration
ICF:760635421	Knee joint	skos:ExactMatch	ICD:1574110781	Knee joint	semapv:ManualMappingCuration
ICF:338611549	Muscles of lower leg	skos:ExactMatch	ICD:864968000	Muscles of the lower extremity	semapv:ManualMappingCuration
ICF:50768285	Ligaments and fasciae of lower leg	skos:BroadMatch	ICD:1281516466	Ligaments of the lower extremity	semapv:ManualMappingCuration
ICF:933576740	Structure of ankle and foot	skos:BroadMatch	ICD:1106248434	Ankle	semapv:ManualMappingCuration
ICF:933576740	Structure of ankle and foot	skos:BroadMatch	ICD:1896004518	Foot	semapv:ManualMappingCuration
ICF:1650503157	Bones of ankle and foot	skos:BroadMatch	ICD:2137029069	Bone of ankle	semapv:ManualMappingCuration
ICF:1650503157	Bones of ankle and foot	skos:BroadMatch	ICD:1491791024	Tarsal bone	semapv:ManualMappingCuration
ICF:1650503157	Bones of ankle and foot	skos:BroadMatch	ICD:325262192	Metatarsal bone	semapv:ManualMappingCuration
ICF:1650503157	Bones of ankle and foot	skos:BroadMatch	ICD:72056752	Phalanx of the foot	semapv:ManualMappingCuration
ICF:1650503157	Bones of ankle and foot	skos:BroadMatch	ICD:710426882	Calcaneus	semapv:ManualMappingCuration
ICF:1650503157	Bones of ankle and foot	skos:BroadMatch	ICD:1333886786	Navicular bone	semapv:ManualMappingCuration
ICF:1650503157	Bones of ankle and foot	skos:BroadMatch	ICD:1991910704	Cuboid bone	semapv:ManualMappingCuration
ICF:1967704373	Ankle joint and joints of foot and toes	skos:BroadMatch	ICD:2000483733	Ankle joint	semapv:ManualMappingCuration
ICF:1967704373	Ankle joint and joints of foot and toes	skos:BroadMatch	ICD:355147270	Joint of the foot	semapv:ManualMappingCuration
ICF:1967704373	Ankle joint and joints of foot and toes	skos:BroadMatch	ICD:1313102037	Interphalangeal joint of the foot	semapv:ManualMappingCuration
ICF:1278239861	Muscles of ankle and foot	skos:BroadMatch	ICD:1161059760	Lumbricals of foot muscle	semapv:ManualMappingCuration
ICF:1278239861	Muscles of ankle and foot	skos:BroadMatch	ICD:1287539128	Interossei - plantar of foot muscle	semapv:ManualMappingCuration
ICF:1278239861	Muscles of ankle and foot	skos:BroadMatch	ICD:289588207	Abductor digiti minimi muscle (foot)	semapv:ManualMappingCuration
ICF:1278239861	Muscles of ankle and foot	skos:BroadMatch	ICD:1960315551	Extensor digitorum brevis muscle (foot)	semapv:ManualMappingCuration
ICF:1278239861	Muscles of ankle and foot	skos:BroadMatch	ICD:1302374367	Extensor digitorum longus muscle (foot)	semapv:ManualMappingCuration
ICF:1278239861	Muscles of ankle and foot	skos:BroadMatch	ICD:103370783	Flexor digitorum longus muscle (foot)	semapv:ManualMappingCuration
ICF:1278239861	Muscles of ankle and foot	skos:BroadMatch	ICD:679057823	Flexor digiti minimi brevis muscle (foot)	semapv:ManualMappingCuration
ICF:1278239861	Muscles of ankle and foot	skos:BroadMatch	ICD:59278416	Plantaris muscle	semapv:ManualMappingCuration
ICF:1278239861	Muscles of ankle and foot	skos:BroadMatch	ICD:625784737	Flexor hallucis brevis muscle	semapv:ManualMappingCuration
ICF:1278239861	Muscles of ankle and foot	skos:BroadMatch	ICD:845468513	Flexor hallucis longus muscle	semapv:ManualMappingCuration
ICF:1278239861	Muscles of ankle and foot	skos:BroadMatch	ICD:1956380079	Abductor hallucis muscle	semapv:ManualMappingCuration
ICF:1278239861	Muscles of ankle and foot	skos:BroadMatch	ICD:1518912287	Extensor hallucis brevis muscle	semapv:ManualMappingCuration
ICF:1278239861	Muscles of ankle and foot	skos:BroadMatch	ICD:285291743	Flexor digitorum brevis muscle	semapv:ManualMappingCuration
ICF:1278239861	Muscles of ankle and foot	skos:BroadMatch	ICD:751215543	Quadratus plantae muscle	semapv:ManualMappingCuration
ICF:1278239861	Muscles of ankle and foot	skos:BroadMatch	ICD:1536568696	Interossei - dorsal of foot muscle	semapv:ManualMappingCuration
ICF:1278239861	Muscles of ankle and foot	skos:BroadMatch	ICD:1523266607	Adductor hallucis muscle	semapv:ManualMappingCuration
ICF:1278239861	Muscles of ankle and foot	skos:NarrowMatch	ICD:1448567552	Muscles	semapv:ManualMappingCuration
ICF:1528299701	Ligaments and fasciae of ankle and foot	skos:BroadMatch	ICD:1705475090	Ligament of the ankle or foot	semapv:ManualMappingCuration
ICF:723417607	Structure of trunk	skos:ExactMatch	ICD:947150833	Trunk	semapv:ManualMappingCuration
ICF:341679012	Structure of vertebral column	skos:ExactMatch	ICD:405704375	Vertebral column	semapv:ManualMappingCuration
ICF:1182439715	Cervical vertebral column	skos:NarrowMatch	ICD:405704375	Vertebral column	semapv:ManualMappingCuration
ICF:1364393443	Thoracic vertebral column	skos:ExactMatch	ICD:335892208	Thoracic vertebra	semapv:ManualMappingCuration
ICF:1747603619	Lumbar vertebral column	skos:ExactMatch	ICD:929081680	Lumbar vertebra	semapv:ManualMappingCuration
ICF:2130850915	Sacral vertebral column	skos:ExactMatch	ICD:563794423	Sacrum	semapv:ManualMappingCuration
ICF:450562595	Coccyx	skos:ExactMatch	ICD:541642128	Coccyx	semapv:ManualMappingCuration
ICF:58064740	Muscles of trunk	skos:BroadMatch	ICD:1359586520	Muscle of the thorax	semapv:ManualMappingCuration
ICF:58064740	Muscles of trunk	skos:BroadMatch	ICD:955996865	Muscle of the abdomen	semapv:ManualMappingCuration
ICF:58064740	Muscles of trunk	skos:BroadMatch	ICD:507472176	Muscle of the back	semapv:ManualMappingCuration
ICF:973951524	Ligaments and fasciae of trunk	skos:BroadMatch	ICD:1050605669	Ligaments of the thorax	semapv:ManualMappingCuration
ICF:1438965984	Additional musculoskeletal structures related to movement	skos:BroadMatch	ICD:657365008	Bones	semapv:ManualMappingCuration
ICF:1438965984	Additional musculoskeletal structures related to movement	skos:BroadMatch	ICD:461235915	Joints and ligaments	semapv:ManualMappingCuration
ICF:1438965984	Additional musculoskeletal structures related to movement	skos:BroadMatch	ICD:1448567552	Muscles	semapv:ManualMappingCuration
ICF:1438965984	Additional musculoskeletal structures related to movement	skos:NarrowMatch	ICD:40907641	Musculoskeletal system	semapv:ManualMappingCuration
ICF:213893837	Bones	skos:ExactMatch	ICD:657365008	Bones	semapv:ManualMappingCuration
ICF:462923277	Joints	skos:NarrowMatch	ICD:461235915	Joints and ligaments	semapv:ManualMappingCuration
ICF:586091341	Muscles	skos:ExactMatch	ICD:1448567552	Muscles	semapv:ManualMappingCuration
ICF:84496745	Skin and related structures	skos:BroadMatch	ICD:123461884	Skin	semapv:ManualMappingCuration
ICF:84496745	Skin and related structures	skos:BroadMatch	ICD:1724482772	Nail	semapv:ManualMappingCuration
ICF:84496745	Skin and related structures	skos:BroadMatch	ICD:1456430532	Hair	semapv:ManualMappingCuration
ICF:84496745	Skin and related structures	skos:NarrowMatch	ICD:555078855	Integumentary system	semapv:ManualMappingCuration
ICF:1746134038	Structure of areas of skin	skos:BroadMatch	ICD:1970791419	Skin of head	semapv:ManualMappingCuration
ICF:1746134038	Structure of areas of skin	skos:BroadMatch	ICD:463851894	Skin of neck	semapv:ManualMappingCuration
ICF:1746134038	Structure of areas of skin	skos:BroadMatch	ICD:338111831	Skin of thorax	semapv:ManualMappingCuration
ICF:1746134038	Structure of areas of skin	skos:BroadMatch	ICD:22505857	Skin of abdomen	semapv:ManualMappingCuration
ICF:1746134038	Structure of areas of skin	skos:BroadMatch	ICD:622038403	Skin of back	semapv:ManualMappingCuration
ICF:1746134038	Structure of areas of skin	skos:BroadMatch	ICD:508523179	Skin of perineum	semapv:ManualMappingCuration
ICF:1746134038	Structure of areas of skin	skos:BroadMatch	ICD:771082508	Skin of upper arm	semapv:ManualMappingCuration
ICF:1746134038	Structure of areas of skin	skos:BroadMatch	ICD:1020079694	Skin of hip	semapv:ManualMappingCuration
ICF:1746134038	Structure of areas of skin	skos:BroadMatch	ICD:1187127983	Skin of thigh	semapv:ManualMappingCuration
ICF:1746134038	Structure of areas of skin	skos:BroadMatch	ICD:1721557219	Skin of knee	semapv:ManualMappingCuration
ICF:1746134038	Structure of areas of skin	skos:BroadMatch	ICD:678861754	Skin of lower leg	semapv:ManualMappingCuration
ICF:1746134038	Structure of areas of skin	skos:NarrowMatch	ICD:123461884	Skin	semapv:ManualMappingCuration
ICF:986121415	Skin of head and neck region	skos:BroadMatch	ICD:1970791419	Skin of head	semapv:ManualMappingCuration
ICF:986121415	Skin of head and neck region	skos:BroadMatch	ICD:463851894	Skin of neck	semapv:ManualMappingCuration
ICF:770662407	Skin of shoulder region	skos:ExactMatch	ICD:573000598	Skin of shoulder	semapv:ManualMappingCuration
ICF:345492807	Skin of upper extremity	skos:ExactMatch	ICD:1149143049	Skin of upper limb and shoulder	semapv:ManualMappingCuration
ICF:345492807	Skin of upper extremity	skos:ExactMatch	ICD:2046770427	Skin of upper limb	semapv:ManualMappingCuration
ICF:62892423	Skin of pelvic region	skos:BroadMatch	ICD:1617156054	Skin of groin	semapv:ManualMappingCuration
ICF:62892423	Skin of pelvic region	skos:BroadMatch	ICD:508523179	Skin of perineum	semapv:ManualMappingCuration
ICF:62892423	Skin of pelvic region	skos:BroadMatch	ICD:1162572422	Skin of gluteal region	semapv:ManualMappingCuration
ICF:1717999559	Skin of lower extremity	skos:ExactMatch	ICD:975825478	Skin of lower limb and hip	semapv:ManualMappingCuration
ICF:1900999431	Skin of trunk and back	skos:BroadMatch	ICD:265477888	Skin of trunk	semapv:ManualMappingCuration
ICF:1900999431	Skin of trunk and back	skos:BroadMatch	ICD:622038403	Skin of back	semapv:ManualMappingCuration
ICF:1900999431	Skin of trunk and back	skos:BroadMatch	ICD:338111831	Skin of thorax	semapv:ManualMappingCuration
ICF:1900999431	Skin of trunk and back	skos:BroadMatch	ICD:22505857	Skin of abdomen	semapv:ManualMappingCuration
ICF:806178110	Structure of skin glands	skos:BroadMatch	ICD:1357909066	Sebaceous gland	semapv:ManualMappingCuration
ICF:806178110	Structure of skin glands	skos:BroadMatch	ICD:892051967	Apocrine sweat gland	semapv:ManualMappingCuration
ICF:806178110	Structure of skin glands	skos:BroadMatch	ICD:672515867	Eccrine gland	semapv:ManualMappingCuration
ICF:806178110	Structure of skin glands	skos:NarrowMatch	ICD:123461884	Skin	semapv:ManualMappingCuration
ICF:930027201	Sweat glands	skos:ExactMatch	ICD:892051967	Apocrine sweat gland	semapv:ManualMappingCuration
ICF:930027201	Sweat glands	skos:ExactMatch	ICD:672515867	Eccrine gland	semapv:ManualMappingCuration
ICF:541553153	Sebaceous glands	skos:ExactMatch	ICD:1357909066	Sebaceous gland	semapv:ManualMappingCuration
ICF:1322768357	Structure of nails	skos:ExactMatch	ICD:1724482772	Nail	semapv:ManualMappingCuration
ICF:797790122	Finger nails	skos:ExactMatch	ICD:2110398539	Fingernails	semapv:ManualMappingCuration
ICF:950348650	Toe nails	skos:ExactMatch	ICD:1605446036	Toenail	semapv:ManualMappingCuration
ICF:2144329874	Structure of hair	skos:ExactMatch	ICD:1456430532	Hair	semapv:ManualMappingCuration
ICF:145869680	Head hair	skos:BroadMatch	ICD:276005948	Scalp hair	semapv:ManualMappingCuration
ICF:530165680	Facial hair	skos:BroadMatch	ICD:1543140348	Beard hair	semapv:ManualMappingCuration
ICF:530165680	Facial hair	skos:BroadMatch	ICD:688597372	Eyebrow hairs	semapv:ManualMappingCuration
ICF:652280560	Axillary hair	skos:NarrowMatch	ICD:1974123132	Body hair	semapv:ManualMappingCuration
ICF:835282480	Pubic hair	skos:ExactMatch	ICD:1288836924	Pubic hair	semapv:ManualMappingCuration
ICF:1410357360	Body hair	skos:ExactMatch	ICD:1974123132	Body hair	semapv:ManualMappingCuration
